abruti,0,0,0,0,1
aller chier dans sa caisse,0,0,0,0,1
aller niquer sa mère,0,0,0,0,2
aller se faire enculer,0,0,0,0,2
aller se faire endauffer,0,0,0,0,1
aller se faire foutre,0,0,0,0,2
aller se faire mettre,0,0,0,0,2
andouille,0,0,0,0,1
anglo-fou,0,1,0,0,0
appareilleuse,0,0,1,0,1
assimilé,0,1,0,0,0
assimilée,0,1,0,0,0
astèque,0,0,0,0,1
avorton,0,0,0,0,1
bachi-bouzouk,0,1,0,0,1
baleine,0,0,0,0,1
bande d’abrutis,0,0,0,0,1
baraki,0,0,0,0,1
bâtard,0,0,0,0,2
baudet,0,0,0,0,1
beauf,0,0,0,0,1
bellicole,0,0,0,0,1
bête,0,0,0,0,1
bête à pleurer,0,0,0,0,1
bête comme ses pieds,0,0,0,0,1
bête comme un chou,0,0,0,0,1
bête comme un cochon,0,0,0,0,1
bête comme une oie,0,0,0,0,1
biatch,0,0,1,0,0
bibi,0,0,0,0,1
bic,0,1,0,0,0
bicot,0,1,0,0,0
bicotte,0,1,0,0,0
bique,0,0,0,0,1
bite,0,0,0,0,1
bitembois,0,0,0,0,1
Bitembois,0,0,0,0,1
blauwe,0,1,0,0,0
bordille,0,0,0,0,1
boucaque,0,1,0,0,0
boudin,0,0,0,0,1
bouffi,0,0,0,0,1
bouffon,0,0,0,0,1
bouffonne,0,0,0,0,1
bougnoul,0,1,0,0,0
bougnoule,0,1,0,0,0
Bougnoulie,0,1,0,0,0
bougnoulisation,0,1,0,0,0
bougnouliser,0,1,0,0,0
bougre,0,0,0,0,1
boukak,0,1,0,0,0
boulet,0,0,0,0,1
bounioul,0,1,0,0,0
bounioule,0,1,0,0,0
bourdille,0,0,0,0,1
bourrer,0,0,0,0,1
bourricot,0,0,0,0,1
branleur,0,0,0,0,1
bridé,0,1,0,0,0
bridée,0,1,0,0,0
brigand,0,0,0,0,1
brise-burnes,0,0,0,0,1
bulot,0,0,0,0,1
cacou,0,0,0,0,1
cafre,0,1,0,0,0
cageot,0,0,0,0,1
caldoche,0,1,0,0,0
carcavel,0,0,0,0,1
casse-bonbon,0,0,0,0,1
casse-couille,0,0,0,0,1
casse-couilles,0,0,0,0,1
cave,0,0,0,0,1
chagasse,0,0,1,0,0
chaoui,0,1,0,0,0
charlot de vogue,0,0,0,0,1
charogne,0,0,0,0,1
chauffard,0,0,0,0,1
chbeb,1,0,0,0,1
cheveux bleus,0,0,0,0,1
chiabrena,0,0,0,0,0
chien de chrétien,0,0,0,1,0
chiennasse,0,0,1,0,0
chienne,0,0,1,0,0
chier,0,0,0,0,2
chieur,0,0,0,0,1
chinetoc,0,1,0,0,0
chinetoque,0,1,0,0,0
Chinetoque,0,1,0,0,0
chintok,0,1,0,0,0
chleuh,0,1,0,0,0
chnoque,0,1,0,0,0
citrouille,0,0,0,0,1
coche,0,0,1,0,0
colon,0,0,0,0,1
complotiste,0,0,0,0,1
con,0,0,0,0,2
con comme la lune,0,0,0,0,2
con comme ses pieds,0,0,0,0,2
con comme un balai,0,0,0,0,2
con comme un manche,0,0,0,0,2
con comme une chaise,0,0,0,0,2
con comme une valise,0,0,0,0,2
con comme une valise à poignée intérieure,0,0,0,0,2
con comme une valise sans poignée,0,0,0,0,2
conasse,0,0,0,0,2
conchier,0,0,0,0,1
Conchita,0,0,1,0,0
connard,0,0,0,0,2
connarde,0,0,0,0,2
connasse,0,0,0,0,2
conspirationniste,0,0,0,0,1
couille molle,0,0,0,0,1
counifle,0,0,0,0,1
courtaud,0,0,0,0,1
CPF,0,1,0,0,0
crétin,0,0,0,0,1
crevure,0,0,0,0,1
cricri,0,0,0,0,1
crotté,0,0,0,0,1
crouïa,0,1,0,0,0
crouillat,0,1,0,0,0
crouille,0,1,0,0,0
croûton,0,0,0,0,1
dago,0,1,0,0,0
débile,0,0,0,0,1
débougnouliser,0,2,0,0,0
doryphore,0,1,0,0,0
doxosophe,0,0,0,0,1
doxosophie,0,0,0,0,1
drouille,0,0,1,0,0
du schnoc,0,0,0,0,1
ducon,0,0,0,0,1
duconnot,0,0,0,0,1
dugenoux,0,0,0,0,1
dugland,0,0,0,0,1
duschnock,0,0,0,0,1
emmanché,1,0,0,0,0
emmerder,0,0,0,0,1
emmerdeur,0,0,0,0,1
emmerdeuse,0,0,0,0,1
empafé,0,0,0,0,1
empaffé,1,0,0,0,0
empapaouté,1,0,0,0,0
enculé,1,0,0,0,1
enculé de ta race,1,0,0,0,1
enculer,0,0,0,0,2
enfant de fusil,0,0,0,0,1
enfant de garce,0,1,0,0,0
enfant de putain,0,0,1,0,0
enfant de pute,0,0,1,0,0
enfant de salaud,0,0,0,0,1
enflure,0,0,0,0,1
enfoiré,0,0,0,0,1
envaselineur,0,0,0,0,1
envoyer faire foutre,0,0,0,0,1
épais,0,0,0,0,1
espèce de,0,0,0,0,1
espingoin,0,1,0,0,0
espingouin,0,1,0,0,0
étron,0,0,0,0,1
face de chien,0,0,0,0,1
face de craie,0,0,0,0,1
face de pet,0,0,0,0,1
face de rat,0,0,0,0,1
fachiste,0,0,0,0,1
FDP,0,0,0,0,1
fdp,0,0,0,0,1
fell,0,0,0,0,1
fermer sa gueule,0,0,0,0,1
fils de bâtard,0,0,0,0,1
fils de chien,0,0,0,0,1
fils de chienne,0,0,0,0,1
fils de garce,0,0,0,0,1
fils de pute,0,0,0,0,1
fils de ta race,0,0,0,0,1
fiotte,1,0,0,0,0
folle,0,0,1,0,0
fouteur,0,0,0,0,1
foutriquet,0,0,0,0,1
fripouille,0,0,0,0,1
frisé,0,0,0,0,1
fritz,0,1,0,0,0
Fritz,0,1,0,0,0
fumelard,0,0,0,0,1
fumier,0,0,0,0,1
garage à bite,0,0,1,0,0
garage à bites,0,0,1,0,0
garce,0,0,1,0,0
gaupe,0,0,1,0,0
GDM,0,0,0,0,1
gestapette,1,0,0,0,0
Gestapette,1,0,0,0,0
gland,0,0,0,0,1
glandeur,0,0,0,0,1
glandeuse,0,0,0,0,1
glandouillou,0,0,0,0,1
glandu,0,0,0,0,1
glandue,0,0,0,0,1
gnoul,0,1,0,0,0
gnoule,0,1,0,0,0
Godon,0,1,0,0,0
gogol,0,0,0,0,1
gogole,0,0,0,0,1
gogolito,0,0,0,0,1
goï,0,0,0,1,0
gook,0,1,0,0,0
gouer,0,1,0,0,0
gouilland,0,0,0,0,1
gouine,1,0,0,0,0
goulou-goulou,0,1,0,0,0
gourdasse,0,0,0,0,1
gourde,0,0,0,0,1
gourgandine,0,0,1,0,0
grognasse,0,0,1,0,0
gueniche,0,0,1,0,0
guide de merde,0,0,0,0,1
guindoule,0,0,0,0,1
gwer,0,1,0,0,0
habitant,0,0,0,0,1
halouf,0,0,0,1,0
imbécile,0,0,0,0,1
incapable,0,0,0,0,1
islamo-gauchisme,0,0,0,0,1
islamo-gauchiste,0,0,0,0,1
islamogauchiste,0,0,0,0,1
jean-foutre,0,0,0,0,1
jean-fesse,0,0,0,0,1
jeannette,1,0,0,0,0
journalope,0,0,0,0,1
juivaillon,0,0,0,1,0
kahlouche,0,1,0,0,0
karlouche,0,1,0,0,0
kawish,0,1,0,0,0
khel,0,1,0,0,0
Khmer rouge,0,1,0,0,0
Khmer vert,0,1,0,0,0
kikoo,0,0,0,0,1
kikou,0,0,0,0,1
koreaboo,0,0,0,0,1
Kraut,0,0,0,0,1
la fermer,0,0,0,0,1
lâche,0,0,0,0,1
lâcheux,0,0,0,0,1
lavette,0,0,0,0,1
loche,0,0,0,0,1
lopette,1,0,0,0,0
lorpidon,0,0,0,0,1
macaroni,0,0,0,0,1
magot,0,0,0,0,1
makoumé,2,0,0,0,0
mal blanchi,0,1,0,0,0
mange-merde,0,0,0,0,1
manger du nègre,0,2,0,0,0
manger ses morts,0,0,0,0,1
mangeux de marde,0,0,0,0,1
marchandot,0,0,0,0,1
margouilliste,0,0,0,0,1
marlouf,0,1,0,0,0
marsouin,0,0,0,0,1
mauviette,0,0,0,0,1
maya,0,0,0,0,1
melon,0,1,0,0,0
mercon,0,0,0,0,1
merdaille,0,0,0,0,1
merdaillon,0,0,0,0,1
merde,0,0,0,0,1
merdeux,0,0,0,0,1
merdouillard,0,0,0,0,1
michto,0,0,1,0,0
minable,0,0,0,0,1
minus,0,0,0,0,1
misérable,0,0,0,0,1
moinaille,0,0,0,1,0
moins-que-rien,0,0,0,0,1
mollusque,0,0,0,0,1
monacaille,0,0,0,1,0
mongol,0,0,0,0,2
mongol à batteries,0,0,0,0,2
moricaud,0,0,0,0,1
mort aux vaches,0,0,0,0,1
morue,0,0,0,0,1
moule à gaufres,0,0,0,0,1
moule à merde,0,0,0,0,1
mouloud,0,1,0,0,0
muzz,0,0,0,0,1
naze,0,0,0,0,1
nazi,0,1,0,0,0
ndepso,0,0,0,0,1
nèg,0,1,0,0,0
négraille,0,1,0,0,0
nègre,0,2,0,0,0
nègre d’Océanie,0,2,0,0,0
négresse,0,2,0,0,0
négrillon,0,2,0,0,0
négrillonne,0,2,0,0,0
négro,0,1,0,0,0
newfie,0,0,0,0,1
nez de bœuf,0,0,0,0,1
niac,0,0,0,0,1
niafou,0,0,0,0,1
niaiseux,0,0,0,0,1
niakoué,0,1,0,0,0
nique sa mère,0,0,0,0,1
nique ta mère,0,0,0,0,1
niquer,0,0,0,0,1
niquer sa mère,0,0,0,0,1
niquer sa reum,0,0,0,0,1
niquez votre mère,0,0,0,0,1
nodocéphale,0,0,0,0,1
nœud,0,0,0,0,1
noob,0,0,0,0,1
nord-phocéen,0,1,0,0,1
NTM,0,0,0,0,1
nul,0,0,0,0,1
nulle,0,0,0,0,1
orchidoclaste,0,0,0,0,1
ordure,0,0,0,0,1
ortho,0,0,0,0,1
pakos,0,1,0,0,0
panoufle,0,0,0,0,1
patarin,0,0,0,1,0
PD,1,0,0,0,0
peau,0,0,0,0,1
peau de couille,0,0,0,0,1
peau de fesse,0,0,0,0,1
peau de vache,0,0,0,0,1
pecque,0,0,1,0,0
pédale,1,0,0,0,0
pédé,1,0,0,0,1
pédoque,1,0,0,0,0
pelle à merde,0,0,0,0,1
péquenaud,0,0,0,0,1
personnage de comédie,0,0,0,0,1
petite bite,0,0,0,0,1
petite merde,0,0,0,0,1
pignouf,0,0,0,0,1
pignoufe,0,0,0,0,1
pisser à la raie,0,0,0,0,1
pissou,0,0,0,0,1
pithécanthrope,0,0,0,0,1
pleutre,0,0,0,0,1
plouc,0,0,0,0,1
pochard,0,0,0,0,1
poissonnière,0,0,0,0,1
pompe à vélo,0,0,0,0,1
porc,0,0,0,0,1
porcas,0,0,0,0,1
porcasse,0,0,0,0,1
pot de merde,0,0,0,0,1
pouf,0,0,0,0,1
pouffiasse,0,0,0,0,1
poufiasse,0,0,0,0,1
poundé,0,1,0,0,0
pourriture,0,0,0,0,1
punaise,0,0,0,0,1
putain,0,0,0,0,1
putain de ta race,0,0,0,0,1
pute,1,0,0,0,0
pute borgne,1,0,0,0,0
putois,0,0,0,0,1
raclure,0,0,0,0,1
raclure de bidet,0,0,0,0,1
radoteur,0,0,0,0,1
rat,0,0,0,0,1
raté,0,0,0,0,1
raton,0,0,0,0,1
résidu de capote,0,0,0,0,1
résidu de fausse couche,0,0,0,0,1
retourne aux asperges,0,0,0,0,1
ripopée,0,0,0,0,1
robespierrot,0,0,0,0,1
roi des cons,0,0,0,0,1
roi nègre,0,1,0,0,0
rosbif,0,1,0,0,0
roulure,0,0,0,0,1
sac à foutre,0,0,0,0,1
sac à merde,0,0,0,0,1
sac à papier,0,0,0,0,1
sagouin,0,0,0,0,1
sagouine,0,0,0,0,1
salaud,0,0,0,0,1
sale,0,0,0,0,1
salop,0,0,0,0,1
salope,0,0,1,0,0
sans-couilles,1,0,0,0,1
satrouille,0,0,0,0,1
sauvage,0,0,0,0,1
sauvagesse,0,0,0,0,1
schbeb,1,0,0,0,0
schlague,0,0,0,0,1
schleu,0,1,0,0,0
Schleu,0,1,0,0,0
Schleue,0,1,0,0,0
schnock,0,0,0,0,1
schnoque,0,0,0,0,1
sent-la-pisse,0,0,0,0,1
sidi,0,1,0,0,0
social-traître,0,0,0,0,1
sorcière,0,0,1,0,0
sottiseux,0,0,0,0,1
sous-merde,0,0,0,0,1
stéarique,0,0,0,0,1
suce bite,1,0,0,0,0
suce ma bite,0,0,0,0,1
suceur de bites,0,0,0,0,1
ta bouche,0,0,0,0,1
ta gueule,0,0,0,0,1
ta mère,0,0,0,0,1
ta mère la pute,0,0,0,0,1
ta race,0,0,0,0,1
ta yeule,0,0,0,0,1
tache,0,0,0,0,1
tafiole,1,0,0,0,0
tantouserie,1,0,0,0,0
tantouze,1,0,0,0,0
tapette,1,0,0,0,0
tapettitude,1,0,0,0,0
tarlouze,1,0,0,0,0
tata,0,0,0,0,1
tchoutche,0,0,1,0,0
tebé,0,0,0,0,1
tête carrée,0,0,0,0,1
tête de boche,0,1,0,0,1
tête de cochon,0,0,0,0,1
tête de con,0,0,0,0,1
tête de gland,0,0,0,0,1
tête de linotte,0,0,0,0,1
tête de mort,0,0,0,0,1
tête de mule,0,0,0,0,1
tête de nœud,0,0,0,0,1
tête de veau,0,0,0,0,1
téteux,0,0,0,0,1
teubé,0,0,0,0,1
Thénardier,0,0,0,0,1
thon,0,0,0,0,1
tocard,0,0,0,0,1
traînée,0,0,1,0,0
travail d’Arabe,0,1,0,0,0
travailler comme un nègre,0,1,0,0,0
triple buse,0,0,0,0,1
trou de cul,0,0,0,0,1
trou du cul,0,0,0,0,1
trouduc,0,0,0,0,1
truiasse,0,0,1,0,0
truie,0,0,1,0,0
va te faire foutre,0,0,0,0,1
va te faire une soupe d’esques,0,0,0,0,1
vaurien,0,0,0,0,1
vaurienne,0,0,0,0,1
vendu,0,0,0,0,1
vert-de-gris,0,0,0,0,1
vide-couilles,0,0,1,0,0
viédase,0,0,0,0,1
vier,0,0,0,0,1
vieux,0,0,0,0,1
vieux blanc,0,1,0,0,0
vipère lubrique,0,0,1,0,0
weeaboo,0,1,0,0,0
xéropineur,0,0,0,0,1
Y'a bon,0,1,0,0,0
youd,0,1,0,0,0
youp,0,1,0,0,0
youpin,0,1,0,0,0
youpine,0,1,0,0,0
youpinisation,0,1,0,0,0
youpiniser,0,1,0,0,0
youtre,0,1,0,0,0
zemel,1,0,0,0,0
zguègue,0,0,0,0,1
